player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
JD Sherrod,172365,QB,KENT STATE,2,9,50.0,2,2,5.5,3.1,0,0,0.0,50.0,1,2,0.0,3,33.3,0,0,,,,,62.7,31.0,66.6,,34.6,,,57.0,,,0,0,3,0.0,56.3,0.0,0,1,0,0,0,1,33.3,5,2.5,0,201,74.6,57.1,32.6,68.3,25.0,4,5,21.0,2.2,0,0,0.0,20.0,1,3,0.0,6,66.7,0,1,,,,,64.2,43.9,68.6,,44.0,,,,,,1,0,6,33.3,39.6,16.7,1,0,0,0,0,0,0.0,13,2.6,25.0,4,4,19.8,2.25,0,0,0.0,25.0,1,0,0.0,4,44.4,0,0,,,,,63.3,41.3,67.4,,41.6,,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,5,1.3,0,50.0,2,3,8.0,2.7,0,0,0.0,33.3,1,5,0.0,5,55.6,0,1,,,,,63.8,35.9,68.1,,38.7,,,57.0,,,1,0,5,20.0,47.9,20.0,1,1,0,0,0,1,20.0,13,4.3
Brady Lichtenberg,144226,QB,CINCINNATI,2,9,33.3,3,3,13.0,3.38,0,0,0.0,33.3,1,1,0.0,4,44.4,0,0,,,,,63.3,41.6,67.4,,41.8,,,,,,0,0,4,100.0,42.4,25.0,1,0,0,0,0,0,0.0,7,2.3,0,138,22.5,41.8,44.3,51.4,100.0,2,2,5.0,3.24,0,0,0.0,100.0,2,2,0.0,5,55.6,0,1,,,,,64.2,51.8,68.6,,55.9,,,57.3,,,0,0,6,100.0,104.2,40.0,2,1,0,0,0,0,0.0,18,9.0,60.0,5,5,9.8,3.43,0,0,0.0,60.0,3,0,0.0,6,66.7,0,1,,,,,64.2,44.6,68.6,,47.4,,,57.3,,,0,0,6,,72.9,0.0,0,1,0,0,0,0,0.0,25,5.0,0,,0,0,,3.03,0,0,,,0,3,,3,33.3,0,0,,,,,63.3,50.6,67.4,,50.6,,,,,,0,0,4,100.0,0.0,100.0,3,0,0,0,0,0,0.0,0,
Cole Pennington,156787,QB,MARSHALL,2,8,75.0,4,4,10.5,2.7,0,0,0.0,75.0,3,2,0.0,5,62.5,0,3,,,,,64.6,46.2,69.1,,49.1,,,57.3,,,0,0,7,0.0,149.0,0.0,0,1,0,0,1,1,14.3,43,10.8,0,214,69.1,52.9,48.5,61.4,66.7,3,3,1.3,1.77,0,0,0.0,66.7,2,0,0.0,3,37.5,0,0,,,,,62.7,55.9,66.6,,55.9,,,,,,0,0,3,,77.1,0.0,0,0,0,0,0,0,0.0,14,4.7,66.7,6,6,3.8,1.87,0,0,0.0,66.7,4,0,0.0,6,75.0,0,2,,,,,64.6,38.0,69.1,,38.2,,,,,,0,0,7,,86.1,0.0,0,0,0,0,0,1,14.3,41,6.8,0,100.0,1,1,23.0,3.8,0,0,0.0,100.0,1,2,0.0,2,25.0,0,1,,,,,62.7,67.0,66.6,,74.2,,,57.3,,,0,0,3,0.0,158.3,0.0,0,1,0,0,1,0,0.0,16,16.0
John-Keawe Sagapolutele,175709,QB,HAWAII,2,8,100.0,1,1,-1.0,2.45,0,0,0.0,100.0,1,1,0.0,2,25.0,0,1,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,13,13.0,0,180,69.8,53.9,45.6,66.1,50.0,6,6,14.0,2.23,0,1,16.7,50.0,3,1,0.0,6,75.0,0,1,,,,,64.2,44.5,68.6,,44.7,,,,,,0,2,6,0.0,24.3,0.0,0,0,0,0,0,1,16.7,29,4.8,66.7,6,6,8.5,2.13,0,1,16.7,66.7,4,0,0.0,6,75.0,0,2,,,,,64.2,50.9,68.6,,50.9,,,,,,0,2,6,,47.2,0.0,0,0,0,0,0,1,16.7,42,7.0,0,0.0,1,1,32.0,2.75,0,0,0.0,0.0,0,2,,2,25.0,0,0,,,,,61.8,47.3,65.5,,47.6,,,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Rickie Collins,172474,QB,LSU,3,8,100.0,2,2,-2.0,1.6,0,0,0.0,100.0,2,0,0.0,2,25.0,0,1,,,,,61.8,62.8,65.5,,62.6,,,,,,0,0,2,,87.5,0.0,0,0,0,0,0,0,0.0,10,5.0,0,211,66.2,65.8,73.0,56.7,100.0,3,3,5.7,2.93,0,0,0.0,100.0,3,2,0.0,6,75.0,0,3,,,,,64.2,67.6,68.6,,73.0,,,58.5,,,0,0,6,0.0,101.4,0.0,0,3,0,0,0,0,0.0,25,8.3,100.0,5,5,2.6,2.0,0,0,0.0,100.0,5,0,0.0,6,75.0,0,4,,,,,64.2,78.5,68.6,,73.0,,,64.2,,,0,0,6,,95.8,0.0,0,1,0,0,0,0,0.0,35,7.0,0,,0,0,,4.4,0,0,,,0,2,,2,25.0,0,0,,,,,61.8,47.4,65.5,,,,,53.1,,,0,0,2,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
Kyle Lowe,156595,QB,GA STATE,2,8,50.0,2,3,12.5,3.23,0,0,0.0,33.3,1,3,0.0,3,37.5,0,1,,,,,62.7,52.9,66.6,,53.0,,,,,,0,0,3,0.0,81.9,0.0,0,0,0,1,1,0,0.0,6,2.0,0,175,26.3,60.1,59.5,60.0,75.0,4,4,15.0,2.84,0,0,0.0,50.0,2,2,33.3,5,62.5,1,1,,,,,64.2,64.6,68.6,,64.4,,,,,,0,0,6,50.0,56.3,20.0,1,0,0,0,0,1,16.7,12,3.0,66.7,3,3,12.0,2.33,0,0,0.0,66.7,2,0,0.0,3,37.5,0,1,,,,,63.3,82.4,67.4,,81.8,,,,,,0,0,4,,74.3,0.0,0,0,0,0,0,0,0.0,12,4.0,0,66.7,3,4,16.3,3.38,0,0,0.0,25.0,1,5,50.0,5,62.5,1,1,,,,,63.8,38.3,68.1,,38.6,,,,,,0,0,5,20.0,79.2,20.0,1,0,0,1,1,1,20.0,6,1.5
Lex Thomas,170381,QB,NC STATE,2,8,0.0,1,1,6.0,2.2,0,0,0.0,0.0,0,1,,1,12.5,0,0,,,,,60.3,40.1,63.6,,41.1,,,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,248,67.2,60.7,54.1,64.7,71.4,7,7,8.1,2.11,0,0,0.0,71.4,5,1,0.0,7,87.5,0,3,,,,,64.6,66.3,69.1,,66.0,,,,,,0,0,7,0.0,139.9,0.0,0,0,0,0,1,0,0.0,65,9.3,66.7,6,6,8.7,2.03,0,0,0.0,66.7,4,0,0.0,6,75.0,0,2,,,,,64.2,65.8,68.6,,65.5,,,,,,0,0,6,,132.6,0.0,0,0,0,0,1,0,0.0,51,8.5,0,50.0,2,2,5.5,2.4,0,0,0.0,50.0,1,2,0.0,2,25.0,0,1,,,,,61.8,40.7,65.5,,41.2,,,,,,0,1,2,0.0,33.3,0.0,0,0,0,0,0,1,50.0,14,7.0
Cameron Edge,162791,QB,MARYLAND,2,8,100.0,3,4,7.7,1.78,1,0,0.0,75.0,3,0,0.0,4,50.0,0,2,,,,,63.3,80.3,67.4,,79.8,,,,,,0,0,4,,99.0,0.0,0,0,0,0,0,0,0.0,33,8.3,0,215,64.9,65.3,64.4,,50.0,4,4,6.3,1.78,0,0,0.0,50.0,2,1,0.0,4,50.0,0,2,,,,,63.3,46.7,67.4,,46.9,,,,,,0,0,4,0.0,118.8,0.0,0,0,0,0,1,0,0.0,34,8.5,83.3,6,7,6.3,1.7,1,0,0.0,71.4,5,0,0.0,7,87.5,0,4,,,,,64.6,72.1,69.1,,71.7,,,,,,0,0,7,,141.1,0.0,0,0,0,0,1,0,0.0,67,9.6,0,0.0,1,1,10.0,2.3,0,0,0.0,0.0,0,1,,1,12.5,0,0,,,,,60.3,48.1,63.6,,48.5,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Staub,171906,QB,COLORADO,3,7,,0,1,,2.4,0,0,0.0,0.0,0,1,,1,14.3,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,143,64.2,33.1,33.9,52.6,0.0,3,3,10.3,2.58,0,0,0.0,0.0,0,3,,6,85.7,0,0,,,,,63.8,30.3,68.6,,34.1,,,52.6,,,0,0,6,33.3,39.6,16.7,1,2,0,0,0,0,0.0,0,0.0,0.0,3,3,10.3,1.77,0,0,0.0,0.0,0,0,,3,42.9,0,0,,,,,62.7,34.6,66.6,,35.2,,,,,,0,0,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,1,,3.15,0,0,0.0,0.0,0,4,,4,57.1,0,0,,,,,62.7,43.5,67.4,,56.0,,,52.6,,,1,0,4,25.0,39.6,25.0,1,2,0,0,0,0,0.0,0,0.0
Michael Johnson Jr.,97796,QB,SYRACUSE,1,7,,0,0,,2.75,0,0,,,0,2,,2,28.6,0,0,,,,,61.8,47.0,65.5,,47.8,,,,,,0,0,2,100.0,0.0,100.0,2,0,0,0,0,0,0.0,0,,0,304,64.6,62.7,71.6,52.9,66.7,3,3,21.7,4.48,0,1,33.3,66.7,2,2,0.0,5,71.4,0,2,,,,,63.8,71.0,68.1,,83.2,,,52.9,,,0,0,5,0.0,100.7,0.0,0,2,0,0,0,0,0.0,31,10.3,50.0,2,2,23.0,3.97,0,0,0.0,50.0,1,0,0.0,3,42.9,0,1,,,,,62.7,58.2,66.6,,63.6,,,57.3,,,0,0,3,,68.8,0.0,0,1,0,0,0,0,0.0,12,6.0,0,100.0,1,1,19.0,4.0,0,1,100.0,100.0,1,4,0.0,4,57.1,0,1,,,,,63.3,65.5,67.4,,72.2,,,57.3,,,0,0,4,50.0,118.8,50.0,2,1,0,0,0,0,0.0,19,19.0
Ta'Quan Roberson,101625,QB,KANSAS ST,3,7,100.0,2,2,7.5,2.3,0,0,0.0,50.0,1,1,50.0,2,28.6,1,1,,,,,61.8,76.1,65.5,,75.5,,,,,,0,0,2,0.0,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,0,199,67.1,54.4,53.7,58.2,40.0,5,5,6.2,2.96,0,0,0.0,40.0,2,2,0.0,5,71.4,0,0,,,,,63.8,41.1,68.1,,41.3,,,,,,0,0,5,0.0,47.9,0.0,0,0,0,0,0,0,0.0,4,0.8,75.0,4,4,3.5,1.85,0,0,0.0,50.0,2,0,33.3,4,57.1,1,0,,,,,63.3,53.2,67.4,,53.2,,,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,4,1.0,0,33.3,3,3,10.7,4.0,0,0,0.0,33.3,1,3,0.0,3,42.9,0,1,,,,,62.7,57.8,66.6,,57.7,,,,,,0,0,3,0.0,49.3,0.0,0,0,0,0,0,0,0.0,14,4.7
Dylan Lonergan,172386,QB,ALABAMA,2,7,100.0,2,2,3.0,2.7,0,0,0.0,100.0,2,2,0.0,3,42.9,0,2,,,,,62.7,79.1,66.6,,71.6,,,64.2,,,0,0,3,0.0,79.2,0.0,0,1,0,0,0,0,0.0,6,3.0,0,103,65.9,67.5,60.8,65.4,75.0,4,4,3.0,1.8,0,0,0.0,75.0,3,1,0.0,4,57.1,0,0,,,,,63.3,51.6,67.4,,51.6,,,,,,0,0,4,0.0,82.3,0.0,0,0,0,0,0,0,0.0,17,4.3,100.0,4,4,3.5,1.68,0,0,0.0,100.0,4,0,0.0,4,57.1,0,1,,,,,63.3,71.6,67.4,,71.2,,,,,,0,0,4,,89.6,0.0,0,0,0,0,0,0,0.0,22,5.5,0,50.0,2,2,2.0,2.87,0,0,0.0,50.0,1,3,0.0,3,42.9,0,1,,,,,62.7,57.2,66.6,,47.3,,,64.2,,,0,0,3,0.0,56.3,0.0,0,1,0,0,0,0,0.0,1,0.5
Jackson Brousseau,173480,QB,COLO STATE,1,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,144,64.6,44.4,46.3,57.3,80.0,5,6,2.8,3.11,0,0,0.0,50.0,3,2,25.0,7,100.0,1,2,,,,,64.6,43.6,69.1,,46.3,,,57.3,,,0,1,7,0.0,16.7,0.0,0,1,0,1,0,1,14.3,15,2.5,100.0,4,4,-2.5,2.94,0,0,0.0,75.0,3,0,25.0,5,71.4,1,2,,,,,63.8,59.4,68.1,,64.6,,,57.3,,,0,0,5,,80.2,0.0,0,1,0,0,0,0,0.0,15,3.8,0,0.0,1,2,24.0,3.55,0,0,0.0,0.0,0,2,,2,28.6,0,0,,,,,61.8,34.3,65.5,,35.0,,,,,,0,1,2,0.0,0.0,0.0,0,0,0,1,0,1,50.0,0,0.0
Cole Ballard,173062,QB,KANSAS,1,7,100.0,2,2,7.5,2.95,0,0,0.0,100.0,2,0,0.0,2,28.6,0,2,,,,,62.7,67.4,66.6,,67.1,,,,,,0,0,3,,143.8,0.0,0,0,0,0,1,0,0.0,18,9.0,0,198,70.4,66.7,62.9,64.1,75.0,4,4,7.3,3.12,0,0,0.0,75.0,3,0,0.0,5,71.4,0,3,,,,,63.8,53.3,68.1,,57.6,,,57.0,,,0,0,5,,99.0,0.0,0,1,0,0,0,0,0.0,33,8.3,83.3,6,6,7.3,3.07,0,0,0.0,83.3,5,0,0.0,7,100.0,0,5,,,,,64.9,59.4,69.5,,62.9,,,57.0,,,0,0,8,,141.7,0.0,0,1,0,0,1,0,0.0,51,8.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Aidan Leffler,163088,QB,BALL ST,2,6,100.0,1,2,5.0,1.45,1,0,0.0,50.0,1,1,0.0,2,33.3,0,0,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,0,117,64.2,56.3,55.1,,50.0,2,4,13.0,2.18,1,0,0.0,25.0,1,1,0.0,4,66.7,0,0,,,,,63.3,55.2,67.4,,55.2,,,,,,0,0,4,0.0,39.6,0.0,0,0,0,1,0,0,0.0,1,0.3,50.0,2,4,13.0,1.65,2,0,0.0,25.0,1,0,0.0,4,66.7,0,0,,,,,63.3,55.2,67.4,,55.2,,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,1,0.3,0,100.0,1,2,5.0,2.5,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,0.0,56.3,0.0,0,0,0,1,0,0,0.0,5,2.5
Haden Carlson,123620,QB,FIU,1,6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,166,64.2,27.4,27.6,,66.7,6,6,5.0,2.32,0,0,0.0,66.7,4,1,0.0,6,100.0,0,2,,,,,64.2,27.3,68.6,,27.6,,,,,,0,2,6,0.0,43.8,0.0,0,0,0,0,0,2,33.3,37,6.2,60.0,5,5,4.8,2.36,0,0,0.0,60.0,3,0,0.0,5,83.3,0,1,,,,,63.8,26.1,68.1,,26.4,,,,,,0,2,5,,30.0,0.0,0,0,0,0,0,2,40.0,21,4.2,0,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,1,0.0,1,16.7,0,1,,,,,60.3,61.0,63.6,,60.9,,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Kiael Kelly,145634,QB,BALL ST,5,6,100.0,1,2,-4.0,2.3,0,0,0.0,50.0,1,1,0.0,2,33.3,0,0,,,,,61.8,54.6,70.8,,58.9,54.1,,,,,0,0,2,0.0,56.3,0.0,0,0,0,1,0,0,0.0,-3,-1.5,0,117,51.9,55.9,49.6,57.4,66.7,3,3,0.3,2.7,0,0,0.0,66.7,2,1,0.0,4,66.7,0,0,,,,74.9,66.1,57.9,74.6,,48.9,61.9,,,,,0,0,4,100.0,79.9,25.0,1,0,0,0,0,0,0.0,16,5.3,75.0,4,4,-0.8,2.38,0,0,0.0,75.0,3,0,0.0,4,66.7,0,0,,,,74.9,66.1,58.1,75.0,,52.2,60.6,,,,,0,0,4,,78.1,0.0,0,0,0,0,0,0,0.0,13,3.3,0,,0,1,,2.95,0,0,0.0,0.0,0,2,,2,33.3,0,0,,,,,61.8,52.4,69.6,,55.4,57.1,,,,,0,0,2,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Keldric Luster,175287,QB,SMU,3,6,0.0,2,2,37.0,2.37,0,0,0.0,0.0,0,1,,3,50.0,0,0,,,,,61.8,30.4,66.6,,31.0,,,,,,0,0,3,100.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0,0,287,74.0,65.0,48.1,66.0,100.0,1,1,-4.0,4.87,0,0,0.0,100.0,1,2,0.0,3,50.0,0,2,,,,,63.3,91.7,67.4,,75.8,,,76.9,,,0,0,4,0.0,79.2,0.0,0,2,0,0,0,0,0.0,0,0.0,33.3,3,3,23.3,1.7,0,0,0.0,33.3,1,0,0.0,3,50.0,0,0,,,,,61.8,34.1,66.6,,34.6,,,,,,0,0,3,,42.4,0.0,0,0,0,0,0,1,33.3,0,0.0,0,,0,0,,5.53,0,0,0.0,,0,3,,3,50.0,0,2,,,,,63.3,91.1,67.4,,72.2,,,76.9,,,0,0,4,33.3,0.0,33.3,1,2,0,0,0,0,0.0,0,
Cameron Friel,146195,QB,UNLV,4,6,100.0,3,3,12.3,2.27,0,0,0.0,100.0,3,1,0.0,3,50.0,0,2,,,,,62.7,54.6,66.6,,54.6,,,,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,39,13.0,0,325,25.8,63.5,61.2,61.4,100.0,3,3,4.3,3.03,0,0,0.0,66.7,2,1,33.3,3,50.0,1,2,,,,,62.7,66.7,67.8,,67.0,,,,,,0,0,3,0.0,92.4,0.0,0,0,0,0,0,0,0.0,25,8.3,100.0,4,4,9.0,2.48,0,0,0.0,75.0,3,0,25.0,4,66.7,1,3,,,,,63.3,51.3,68.2,,51.0,,,,,,0,0,4,,112.5,0.0,0,0,0,0,0,0,0.0,46,11.5,0,100.0,2,2,7.0,3.0,0,0,0.0,100.0,2,2,0.0,2,33.3,0,1,,,,,61.8,75.0,66.3,,74.3,,,,,,0,0,2,0.0,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0
Jacobe Robinson,174006,QB,BOSTON COL,1,6,100.0,1,1,7.0,2.4,0,0,0.0,0.0,0,1,100.0,1,16.7,1,0,,,,,60.3,72.0,63.6,,71.5,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,121,67.8,65.5,74.1,55.0,100.0,2,2,6.0,2.58,0,0,0.0,100.0,2,2,0.0,5,83.3,0,1,,,,,62.7,59.2,68.1,,66.7,,,56.3,,,0,0,5,100.0,114.6,40.0,2,1,0,0,0,0,0.0,23,11.5,100.0,2,2,6.0,1.57,0,0,0.0,100.0,2,0,0.0,3,50.0,0,1,,,,,61.8,69.7,66.6,,69.3,,,,,,0,0,3,,114.6,33.3,1,0,0,0,0,0,0.0,23,11.5,0,100.0,1,1,7.0,3.53,0,0,0.0,0.0,0,3,100.0,3,50.0,1,0,,,,,61.8,59.9,66.6,,69.0,,,56.3,,,0,0,3,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Landry Lyddy,156581,QB,UAB,2,6,0.0,1,1,24.0,1.8,0,0,0.0,0.0,0,1,,1,16.7,0,0,,,,,60.3,51.6,63.6,,51.9,,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,321,64.2,65.6,58.0,64.9,75.0,4,4,3.8,2.68,0,0,0.0,25.0,1,1,66.7,5,83.3,2,1,,,,,63.8,72.2,68.1,,64.2,,,64.9,,,0,0,5,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,66.7,3,3,5.0,2.65,0,0,0.0,0.0,0,0,100.0,4,66.7,2,1,,,,,63.3,72.1,67.4,,63.4,,,64.9,,,0,0,4,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,50.0,2,2,12.0,2.3,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,,,,61.8,53.2,65.5,,53.3,,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,0,0.0
Jacob Conover,70963,QB,UTAH ST,1,6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,329,17.5,32.6,47.1,44.6,66.7,3,4,-0.7,2.73,1,0,0.0,50.0,2,4,0.0,6,100.0,0,1,,,,,64.2,42.7,68.6,,47.1,,,56.2,,,0,0,6,25.0,66.7,16.7,1,1,0,0,0,0,0.0,22,5.5,0.0,1,2,-3.0,1.4,1,0,0.0,0.0,0,0,,2,33.3,0,0,,,,,61.8,50.6,65.5,,50.9,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,0.5,3.4,0,0,0.0,100.0,2,4,0.0,4,66.7,0,1,,,,,63.3,47.5,67.4,,53.4,,,56.2,,,0,0,4,25.0,112.5,25.0,1,1,0,0,0,0,0.0,22,11.0
Walker White,184413,QB,AUBURN,1,6,0.0,2,2,9.0,1.55,0,0,0.0,0.0,0,0,,2,33.3,0,0,,,,,61.8,35.9,65.5,,36.5,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,115,19.9,31.4,36.2,47.6,66.7,3,3,10.7,2.45,0,0,0.0,66.7,2,0,0.0,4,66.7,0,1,,,,,63.3,46.1,67.4,,49.7,,,57.3,,,0,0,4,,82.6,0.0,0,1,0,0,0,1,25.0,18,6.0,40.0,5,5,10.0,2.15,0,0,0.0,40.0,2,0,0.0,6,100.0,0,1,,,,,64.2,34.2,68.6,,36.2,,,57.3,,,0,0,6,,50.4,0.0,0,1,0,0,0,1,16.7,18,3.6,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Drake Lindsey,184727,QB,MINNESOTA,2,6,100.0,2,2,8.0,2.9,0,0,0.0,100.0,2,0,0.0,3,50.0,0,2,,,,,62.7,66.0,68.4,,73.6,60.0,,57.3,,,0,0,3,,143.8,0.0,0,1,0,0,1,0,0.0,18,9.0,0,225,64.2,71.5,78.1,57.3,100.0,2,3,10.0,2.63,1,0,0.0,66.7,2,0,0.0,3,50.0,0,2,,,,,62.7,69.8,68.0,,70.6,60.0,,,,,0,0,3,,102.1,0.0,0,0,0,0,0,0,0.0,32,10.7,100.0,4,5,9.0,2.77,1,0,0.0,80.0,4,0,0.0,6,100.0,0,4,,,,,64.2,71.1,70.5,,78.1,58.8,,57.3,,,0,0,6,,147.9,0.0,0,1,0,0,1,0,0.0,50,10.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
